 step      Ekin           Epot            Etot        temp
  462  0.0042583168  -74.9644995465  -74.9602412297  298.82
  463  0.0039217810  -74.9641597953  -74.9602380143  275.20
  464  0.0034284104  -74.9636471560  -74.9602187456  240.58
  465  0.0029855213  -74.9631731976  -74.9601876763  209.50
  466  0.0028434732  -74.9630003340  -74.9601568608  199.53
  467  0.0031362700  -74.9632749148  -74.9601386448  220.08
  468  0.0037794155  -74.9639169486  -74.9601375331  265.21
  469  0.0045104957  -74.9646593090  -74.9601488133  316.51
  470  0.0050437841  -74.9652075713  -74.9601637873  353.93
  471  0.0052213646  -74.9653968675  -74.9601755029  366.39
  472  0.0050691417  -74.9652503373  -74.9601811956  355.71
  473  0.0047495484  -74.9649315373  -74.9601819889  333.29
  474  0.0044597622  -74.9646412388  -74.9601814766  312.95
  475  0.0043328168  -74.9645166764  -74.9601838596  304.04
  476  0.0043811090  -74.9645728511  -74.9601917421  307.43
  477  0.0045006904  -74.9647047698  -74.9602040794  315.82
  478  0.0045355644  -74.9647511164  -74.9602155520  318.27
  479  0.0043777477  -74.9645965538  -74.9602188061  307.20
  480  0.0040526212  -74.9642620712  -74.9602094500  284.38
  481  0.0037294856  -74.9639201160  -74.9601906304  261.71
  482  0.0036306368  -74.9638031975  -74.9601725607  254.77
  483  0.0038854928  -74.9640515589  -74.9601660662  272.65
  484  0.0044316165  -74.9646070767  -74.9601754602  310.98
  485  0.0050394492  -74.9652362031  -74.9601967540  353.63
  486  0.0054422727  -74.9656636832  -74.9602214105  381.90
  487  0.0054778075  -74.9657191967  -74.9602413893  384.39
  488  0.0051568330  -74.9654091149  -74.9602522819  361.87
  489  0.0046358532  -74.9648898933  -74.9602540401  325.31
  490  0.0041260490  -74.9643760068  -74.9602499578  289.53
  491  0.0037914798  -74.9640361833  -74.9602447035  266.06
  492  0.0036814185  -74.9639233311  -74.9602419126  258.33
  493  0.0037217342  -74.9639637254  -74.9602419912  261.16
  494  0.0037686440  -74.9640099399  -74.9602412959  264.45
  495  0.0037032267  -74.9639371792  -74.9602339525  259.86
  496  0.0035186261  -74.9637348613  -74.9602162351  246.91
  497  0.0033421007  -74.9635329317  -74.9601908310  234.52
  498  0.0033628127  -74.9635297942  -74.9601669816  235.98
  499  0.0037001132  -74.9638553283  -74.9601552151  259.65
  500  0.0043014946  -74.9644619705  -74.9601604759  301.85
  501  0.0049501386  -74.9651293742  -74.9601792355  347.36
  502  0.0053822560  -74.9655846412  -74.9602023852  377.68
  503  0.0054323806  -74.9656531990  -74.9602208183  381.20
  504  0.0051137711  -74.9653433306  -74.9602295595  358.84
  505  0.0045966933  -74.9648254540  -74.9602287608  322.56
  506  0.0041127927  -74.9643351878  -74.9602223951  288.60
  507  0.0038442194  -74.9640602065  -74.9602159870  269.76
  508  0.0038482657  -74.9640623615  -74.9602140957  270.04
  509  0.0040441621  -74.9642622096  -74.9602180475  283.79
  510  0.0042651949  -74.9644900385  -74.9602248436  299.30
  511  0.0043555474  -74.9645839808  -74.9602284334  305.64
  512  0.0042668162  -74.9644904412  -74.9602236250  299.41
  513  0.0040977191  -74.9643084386  -74.9602107196  287.55
  514  0.0040398630  -74.9642370746  -74.9601972116  283.49
  515  0.0042471995  -74.9644411255  -74.9601939259  298.04
  516  0.0047095965  -74.9649169732  -74.9602073767  330.48
  517  0.0052282750  -74.9654627277  -74.9602344527  366.88
  518  0.0055252473  -74.9657896395  -74.9602643922  387.72
  519  0.0054119290  -74.9656978436  -74.9602859146  379.77
  520  0.0048979554  -74.9651909609  -74.9602930055  343.70
  521  0.0041780304  -74.9644641874  -74.9602861570  293.18
  522  0.0035243856  -74.9637948877  -74.9602705021  247.31
  523  0.0031572979  -74.9634103909  -74.9602530930  221.55
  524  0.0031550726  -74.9633952397  -74.9602401671  221.40
  525  0.0034326807  -74.9636672778  -74.9602345971  240.88
  526  0.0037933528  -74.9640276615  -74.9602343087  266.19
  527  0.0040350279  -74.9642681099  -74.9602330819  283.15
  528  0.0040655861  -74.9642900968  -74.9602245107  285.29
  529  0.0039631213  -74.9641707292  -74.9602076080  278.10
  530  0.0039305370  -74.9641203484  -74.9601898113  275.81
  531  0.0041514467  -74.9643346472  -74.9601832005  291.32
  532  0.0046363017  -74.9648314904  -74.9601951887  325.34
  533  0.0051825841  -74.9654044880  -74.9602219039  363.67
  534  0.0054960770  -74.9657470990  -74.9602510219  385.67
  535  0.0053826233  -74.9656531656  -74.9602705423  377.71
  536  0.0048662969  -74.9651412789  -74.9602749820  341.48
  537  0.0041667493  -74.9644326631  -74.9602659138  292.39
  538  0.0035761164  -74.9638255983  -74.9602494819  250.94
  539  0.0033195547  -74.9635530945  -74.9602335397  232.94
  540  0.0034625914  -74.9636875306  -74.9602249392  242.98
  541  0.0038918480  -74.9641186535  -74.9602268056  273.10
  542  0.0043729864  -74.9646095260  -74.9602365396  306.86
  543  0.0046686894  -74.9649150126  -74.9602463232  327.61
  544  0.0046700559  -74.9649176280  -74.9602475721  327.71
  545  0.0044698069  -74.9647078767  -74.9602380698  313.66
  546  0.0043110978  -74.9645372754  -74.9602261776  302.52
  547  0.0044140170  -74.9646398401  -74.9602258231  309.74
  548  0.0047925708  -74.9650369590  -74.9602443881  336.31
  549  0.0052185717  -74.9654941654  -74.9602755937  366.20
  550  0.0053771058  -74.9656819593  -74.9603048535  377.32
  551  0.0050854470  -74.9654053866  -74.9603199396  356.86
  552  0.0044070461  -74.9647237323  -74.9603166862  309.25
  553  0.0036048874  -74.9639032326  -74.9602983452  252.96
  554  0.0029973266  -74.9632699207  -74.9602725940  210.33
  555  0.0028103406  -74.9630589724  -74.9602486318  197.21
  556  0.0030860597  -74.9633203708  -74.9602343111  216.56
  557  0.0036695980  -74.9639026113  -74.9602330133  257.50
  558  0.0042801430  -74.9645214975  -74.9602413545  300.35
  559  0.0046479356  -74.9648979204  -74.9602499849  326.16
  560  0.0046615484  -74.9649106765  -74.9602491280  327.11
  561  0.0044417336  -74.9646786248  -74.9602368912  311.69
  562  0.0042691232  -74.9644923745  -74.9602232512  299.57
  563  0.0043806897  -74.9646037613  -74.9602230716  307.40
  564  0.0047759434  -74.9650185069  -74.9602425634  335.14
  565  0.0052020101  -74.9654754273  -74.9602734172  365.04
  566  0.0053392233  -74.9656396052  -74.9603003819  374.67
  567  0.0050274122  -74.9653397061  -74.9603122939  352.78
  568  0.0043618601  -74.9646684301  -74.9603065700  306.08
  569  0.0036244830  -74.9639121028  -74.9602876198  254.34
  570  0.0031297484  -74.9633934688  -74.9602637204  219.62
  571  0.0030795705  -74.9633238136  -74.9602442431  216.10
  572  0.0034802951  -74.9637170276  -74.9602367326  244.22
  573  0.0041411649  -74.9643847662  -74.9602436013  290.59
  574  0.0047590171  -74.9650189056  -74.9602598885  333.95
  575  0.0050663781  -74.9653411203  -74.9602747421  355.52
  576  0.0049805188  -74.9652586780  -74.9602781593  349.49
  577  0.0046613067  -74.9649310604  -74.9602697537  327.09
  578  0.0044090632  -74.9646700786  -74.9602610154  309.39
  579  0.0044438594  -74.9647096671  -74.9602658077  311.84
  580  0.0047319500  -74.9650192394  -74.9602872893  332.05
  581  0.0050118130  -74.9653271786  -74.9603153656  351.69
  582  0.0049963670  -74.9653321730  -74.9603358061  350.61
  583  0.0045767227  -74.9649164148  -74.9603396921  321.16
  584  0.0038846047  -74.9642108136  -74.9603262089  272.59
  585  0.0032072792  -74.9635080992  -74.9603008200  225.06
  586  0.0028370969  -74.9631095822  -74.9602724853  199.09
  587  0.0029381090  -74.9631890299  -74.9602509209  206.17
  588  0.0034742727  -74.9637176650  -74.9602433924  243.80
  589  0.0042198183  -74.9644710704  -74.9602512522  296.11
  590  0.0048572397  -74.9651253420  -74.9602681024  340.84
  591  0.0051329474  -74.9654152096  -74.9602822622  360.19
  592  0.0049996088  -74.9652839716  -74.9602843628  350.83
  593  0.0046508531  -74.9649264693  -74.9602756162  326.36
  594  0.0043938246  -74.9646619440  -74.9602681194  308.32
  595  0.0044261150  -74.9647002963  -74.9602741813  310.59
  596  0.0046896390  -74.9649844610  -74.9602948220  329.08
  597  0.0049265393  -74.9652461732  -74.9603196339  345.71
  598  0.0048820080  -74.9652180580  -74.9603360499  342.58
  599  0.0044818221  -74.9648189594  -74.9603371372  314.50
  600  0.0038694944  -74.9641927178  -74.9603232234  271.53
  601  0.0033150549  -74.9636150715  -74.9603000166  232.62
  602  0.0030747347  -74.9633508623  -74.9602761276  215.76
  603  0.0032728797  -74.9635333337  -74.9602604540  229.67
  604  0.0038446418  -74.9641036666  -74.9602590248  269.79
  605  0.0045582196  -74.9648300866  -74.9602718670  319.86
  606  0.0051165442  -74.9654084470  -74.9602919028  359.04
  607  0.0053033901  -74.9656115246  -74.9603081345  372.15
  608  0.0051026230  -74.9654155196  -74.9603128966  358.06
  609  0.0047081842  -74.9650163517  -74.9603081675  330.38
  610  0.0043949688  -74.9646990999  -74.9603041311  308.40
  611  0.0043286929  -74.9646386223  -74.9603099294  303.75
  612  0.0044589900  -74.9647846459  -74.9603256559  312.90
  613  0.0045773180  -74.9649203792  -74.9603430612  321.20
  614  0.0044824275  -74.9648347721  -74.9603523446  314.54
  615  0.0041217129  -74.9644697205  -74.9603480075  289.23
  616  0.0036219873  -74.9639526807  -74.9603306934  254.16
  617  0.0032144515  -74.9635205623  -74.9603061109  225.57
  618  0.0031131605  -74.9633958967  -74.9602827362  218.46
  619  0.0034085902  -74.9636775353  -74.9602689451  239.19
  620  0.0040171919  -74.9642869516  -74.9602697597  281.90
  621  0.0047088702  -74.9649929707  -74.9602841005  330.43
  622  0.0052087210  -74.9655131458  -74.9603044249  365.51
  623  0.0053331413  -74.9656535270  -74.9603203857  374.24
  624  0.0050898961  -74.9654153855  -74.9603254894  357.17
  625  0.0046720539  -74.9649939298  -74.9603218760  327.85
  626  0.0043334658  -74.9646516568  -74.9603181909  304.09
  627  0.0042247727  -74.9645466577  -74.9603218850  296.46
  628  0.0043087992  -74.9646420747  -74.9603332755  302.36
  629  0.0044117984  -74.9647579540  -74.9603461556  309.59
  630  0.0043602641  -74.9647130215  -74.9603527574  305.97
  631  0.0041003077  -74.9644487285  -74.9603484208  287.73
  632  0.0037291103  -74.9640626849  -74.9603335746  261.68
  633  0.0034363788  -74.9637495391  -74.9603131602  241.14
  634  0.0034011398  -74.9636957440  -74.9602946042  238.67
  635  0.0036979308  -74.9639830588  -74.9602851280  259.49
  636  0.0042518791  -74.9645407698  -74.9602888907  298.36
  637  0.0048623168  -74.9651671053  -74.9603047884  341.20
  638  0.0052892245  -74.9656155203  -74.9603262958  371.16
  639  0.0053674430  -74.9657118013  -74.9603443583  376.65
  640  0.0050923622  -74.9654447997  -74.9603524375  357.34
  641  0.0046238774  -74.9649744038  -74.9603505264  324.47
  642  0.0041956470  -74.9645404464  -74.9603447995  294.42
  643  0.0039788455  -74.9643215448  -74.9603426993  279.20
  644  0.0039877276  -74.9643348690  -74.9603471414  279.83
  645  0.0040912548  -74.9644457652  -74.9603545103  287.09
  646  0.0041204057  -74.9644783072  -74.9603579016  289.14
  647  0.0039910207  -74.9643433986  -74.9603523779  280.06
  648  0.0037578909  -74.9640958784  -74.9603379875  263.70
  649  0.0035752232  -74.9638946112  -74.9603193879  250.88
  650  0.0036009769  -74.9639045065  -74.9603035296  252.69
  651  0.0039037806  -74.9642006482  -74.9602968677  273.94
  652  0.0044171150  -74.9647198957  -74.9603027807  309.96
  653  0.0049598947  -74.9652797189  -74.9603198242  348.05
  654  0.0053150971  -74.9656568646  -74.9603417676  372.97
  655  0.0053328419  -74.9656928941  -74.9603600522  374.22
  656  0.0050092302  -74.9653772451  -74.9603680149  351.51
  657  0.0044961951  -74.9648608939  -74.9603646988  315.51
  658  0.0040269663  -74.9643825421  -74.9603555758  282.58
  659  0.0037895444  -74.9641384389  -74.9603488945  265.92
  660  0.0038218956  -74.9641714145  -74.9603495189  268.19
  661  0.0040017874  -74.9643570940  -74.9603553066  280.81
  662  0.0041431903  -74.9645027337  -74.9603595434  290.74
  663  0.0041279625  -74.9644846374  -74.9603566749  289.67
  664  0.0039774777  -74.9643234210  -74.9603459432  279.11
  665  0.0038261997  -74.9641573830  -74.9603311833  268.49
  666  0.0038307930  -74.9641493779  -74.9603185848  268.82
  667  0.0040752006  -74.9643893721  -74.9603141714  285.97
  668  0.0045175344  -74.9648390222  -74.9603214877  317.01
  669  0.0049984399  -74.9653381892  -74.9603397493  350.75
  670  0.0053072415  -74.9656704499  -74.9603632084  372.42
  671  0.0052817556  -74.9656645250  -74.9603827694  370.63
  672  0.0048998603  -74.9652900904  -74.9603902301  343.83
  673  0.0043113033  -74.9646948039  -74.9603835006  302.53
  674  0.0037737180  -74.9641425328  -74.9603688148  264.81
  675  0.0035112440  -74.9638678436  -74.9603565996  246.39
  676  0.0035820142  -74.9639353740  -74.9603533598  251.36
  677  0.0038542350  -74.9642114122  -74.9603571772  270.46
  678  0.0041124531  -74.9644733987  -74.9603609455  288.58
  679  0.0042077155  -74.9645666211  -74.9603589056  295.26
  680  0.0041397356  -74.9644899317  -74.9603501961  290.49
  681  0.0040315713  -74.9643698886  -74.9603383173  282.90
  682  0.0040367949  -74.9643656495  -74.9603288546  283.27
  683  0.0042433437  -74.9645705080  -74.9603271643  297.76
  684  0.0046194030  -74.9649557035  -74.9603363005  324.15
  685  0.0050193212  -74.9653745747  -74.9603552535  352.22
  686  0.0052461571  -74.9656243502  -74.9603781931  368.13
  687  0.0051494333  -74.9655453521  -74.9603959188  361.35
  688  0.0047181350  -74.9651183494  -74.9604002145  331.08
  689  0.0041148590  -74.9645043808  -74.9603895218  288.75
  690  0.0036087691  -74.9639801653  -74.9603713963  253.24
  691  0.0034243228  -74.9637819727  -74.9603576500  240.29
  692  0.0036013209  -74.9639564298  -74.9603551088  252.71
  693  0.0039771066  -74.9643382055  -74.9603610989  279.08
  694  0.0043094963  -74.9646772013  -74.9603677050  302.41
  695  0.0044383447  -74.9648071931  -74.9603688484  311.45
  696  0.0043662103  -74.9647297272  -74.9603635169  306.39
  697  0.0042253347  -74.9645802445  -74.9603549098  296.50
  698  0.0041791259  -74.9645273679  -74.9603482421  293.26
  699  0.0043237166  -74.9646723538  -74.9603486371  303.40
  700  0.0046326754  -74.9649917334  -74.9603590580  325.09
  701  0.0049623241  -74.9653406349  -74.9603783108  348.22
  702  0.0051163568  -74.9655164814  -74.9604001246  359.03
  703  0.0049491229  -74.9653640020  -74.9604148792  347.29
  704  0.0044630088  -74.9648776205  -74.9604146117  313.18
  705  0.0038385476  -74.9642374960  -74.9603989483  269.36
  706  0.0033551501  -74.9637318637  -74.9603767136  235.44
  707  0.0032312578  -74.9635912853  -74.9603600275  226.74
  708  0.0034895234  -74.9638448471  -74.9603553238  244.87
  709  0.0039514643  -74.9643113710  -74.9603599067  277.28
  710  0.0043658599  -74.9647322601  -74.9603664002  306.36
  711  0.0045654962  -74.9649345633  -74.9603690671  320.37
  712  0.0045425913  -74.9649091634  -74.9603665721  318.76
  713  0.0044174355  -74.9647787552  -74.9603613197  309.98
  714  0.0043458838  -74.9647035273  -74.9603576435  304.96
  715  0.0044258169  -74.9647857380  -74.9603599211  310.57
  716  0.0046432358  -74.9650138200  -74.9603705842  325.83
  717  0.0048758486  -74.9652640571  -74.9603882085  342.15
  718  0.0049539130  -74.9653606647  -74.9604067518  347.63
  719  0.0047578388  -74.9651753091  -74.9604174703  333.87
  720  0.0043070946  -74.9647210191  -74.9604139245  302.24
  721  0.0037799363  -74.9641772851  -74.9603973489  265.25
  722  0.0034283025  -74.9638054515  -74.9603771491  240.57
  723  0.0034261812  -74.9637905450  -74.9603643638  240.42
  724  0.0037579860  -74.9641216235  -74.9603636375  263.71
  725  0.0042354320  -74.9646069327  -74.9603715007  297.21
  726  0.0046259094  -74.9650070828  -74.9603811734  324.61
  727  0.0047875071  -74.9651751600  -74.9603876530  335.95
  728  0.0047238249  -74.9651133127  -74.9603894877  331.48
  729  0.0045495619  -74.9649377799  -74.9603882181  319.25
  730  0.0044091205  -74.9647963003  -74.9603871799  309.40
  731  0.0043958021  -74.9647858635  -74.9603900613  308.46
  732  0.0045040168  -74.9649030376  -74.9603990208  316.06
  733  0.0046312771  -74.9650440745  -74.9604127974  324.99
  734  0.0046321404  -74.9650581596  -74.9604260193  325.05
  735  0.0044060323  -74.9648371234  -74.9604310911  309.18
  736  0.0039763431  -74.9643990758  -74.9604227327  279.03
  737  0.0035062700  -74.9639087748  -74.9604025048  246.04
  738  0.0032225186  -74.9636015567  -74.9603790381  226.13
  739  0.0032822192  -74.9636448105  -74.9603625913  230.32
  740  0.0036725596  -74.9640309202  -74.9603583607  257.71
  741  0.0042180142  -74.9645824227  -74.9603644085  295.99
  742  0.0046877990  -74.9650626237  -74.9603748247  328.95
  743  0.0049216268  -74.9653056584  -74.9603840316  345.36
  744  0.0048953426  -74.9652845186  -74.9603891760  343.52
  745  0.0047050542  -74.9650955450  -74.9603904908  330.16
  746  0.0044969566  -74.9648874511  -74.9603904945  315.56
  747  0.0043862481  -74.9647787685  -74.9603925204  307.79
  748  0.0044018156  -74.9648006487  -74.9603988332  308.89
  749  0.0044782416  -74.9648871243  -74.9604088827  314.25
  750  0.0044988341  -74.9649175633  -74.9604187292  315.69
  751  0.0043717111  -74.9647943910  -74.9604226799  306.77
  752  0.0040992859  -74.9645162005  -74.9604169146  287.66
  753  0.0037949706  -74.9641977415  -74.9604027709  266.30
  754  0.0036264319  -74.9640131153  -74.9603866834  254.47
  755  0.0037153823  -74.9640917635  -74.9603763812  260.72
  756  0.0040593261  -74.9644358032  -74.9603764771  284.85
  757  0.0045266918  -74.9649132340  -74.9603865422  317.65
  758  0.0049256538  -74.9653277200  -74.9604020662  345.64
  759  0.0051017791  -74.9655188516  -74.9604170725  358.00
  760  0.0050092167  -74.9654362186  -74.9604270018  351.51
  761  0.0047212873  -74.9651517975  -74.9604305103  331.30
  762  0.0043816904  -74.9648111336  -74.9604294432  307.47
  763  0.0041269055  -74.9645542589  -74.9604273533  289.59
  764  0.0040199688  -74.9644473387  -74.9604273699  282.09
  765  0.0040262145  -74.9644564388  -74.9604302243  282.53
  766  0.0040420053  -74.9644753383  -74.9604333329  283.64
  767  0.0039640746  -74.9643958927  -74.9604318180  278.17
  768  0.0037645210  -74.9641860675  -74.9604215466  264.16
  769  0.0035259461  -74.9639285878  -74.9604026417  247.42
  770  0.0034064117  -74.9637872219  -74.9603808102  239.04
  771  0.0035451486  -74.9639100154  -74.9603648668  248.77
  772  0.0039638962  -74.9643255654  -74.9603616692  278.16
  773  0.0045319086  -74.9649038464  -74.9603719379  318.01
  774  0.0050262138  -74.9654162793  -74.9603900654  352.70
  775  0.0052514017  -74.9656592895  -74.9604078878  368.50
  776  0.0051410187  -74.9655602716  -74.9604192529  360.76
  777  0.0047810732  -74.9652034112  -74.9604223380  335.50
  778  0.0043527763  -74.9647720380  -74.9604192617  305.44
  779  0.0040372471  -74.9644515064  -74.9604142593  283.30
  780  0.0039336634  -74.9643452014  -74.9604115379  276.03
  781  0.0040243067  -74.9644376402  -74.9604133335  282.39
  782  0.0041960796  -74.9646147481  -74.9604186685  294.45
  783  0.0043073929  -74.9647309026  -74.9604235097  302.26
  784  0.0042714187  -74.9646942357  -74.9604228170  299.73
  785  0.0041149779  -74.9645290462  -74.9604140684  288.76
  786  0.0039746996  -74.9643750903  -74.9604003907  278.91
  787  0.0040171086  -74.9644074485  -74.9603903400  281.89
  788  0.0043180915  -74.9647108095  -74.9603927180  303.01
  789  0.0047842018  -74.9651938076  -74.9604096058  335.72
  790  0.0051887447  -74.9656230476  -74.9604343029  364.11
  791  0.0053081611  -74.9657644809  -74.9604563198  372.49
  792  0.0050578669  -74.9655259014  -74.9604680345  354.92
  793  0.0045341682  -74.9650017899  -74.9604676216  318.17
  794  0.0039505320  -74.9644086448  -74.9604581129  277.22
  795  0.0035237361  -74.9639687378  -74.9604450017  247.27
  796  0.0033753083  -74.9638091198  -74.9604338115  236.85
  797  0.0034875472  -74.9639154145  -74.9604278673  244.73
  798  0.0037253217  -74.9641519309  -74.9604266092  261.41
  799  0.0039139852  -74.9643394460  -74.9604254608  274.65
  800  0.0039418908  -74.9643602035  -74.9604183127  276.61
  801  0.0038359491  -74.9642382641  -74.9604023150  269.18
  802  0.0037564001  -74.9641384340  -74.9603820339  263.59
  803  0.0038921449  -74.9642605537  -74.9603684088  273.12
  804  0.0043109490  -74.9646820967  -74.9603711477  302.51
  805  0.0048780973  -74.9652686870  -74.9603905897  342.31
  806  0.0053235683  -74.9657408768  -74.9604173085  373.57
  807  0.0054133689  -74.9658527235  -74.9604393546  379.87
  808  0.0050928037  -74.9655421552  -74.9604493515  357.37
  809  0.0045084028  -74.9649549319  -74.9604465291  316.36
  810  0.0039180530  -74.9643531244  -74.9604350714  274.94
  811  0.0035608935  -74.9639824967  -74.9604216033  249.88
  812  0.0035540090  -74.9639667817  -74.9604127727  249.39
  813  0.0038502133  -74.9642629637  -74.9604127504  270.18
  814  0.0042664006  -74.9646873570  -74.9604209564  299.38
  815  0.0045751593  -74.9650065825  -74.9604314232  321.05
  816  0.0046282749  -74.9650638861  -74.9604356112  324.78
  817  0.0044522489  -74.9648810053  -74.9604287564  312.42
  818  0.0042445555  -74.9646601941  -74.9604156385  297.85
  819  0.0042419338  -74.9646508782  -74.9604089445  297.67
  820  0.0045342144  -74.9649531523  -74.9604189379  318.18
  821  0.0049735160  -74.9654176023  -74.9604440863  349.00
  822  0.0052678032  -74.9657404507  -74.9604726475  369.65
  823  0.0051829046  -74.9656749584  -74.9604920537  363.70
  824  0.0046905147  -74.9651864052  -74.9604958905  329.14
  825  0.0039723632  -74.9644571376  -74.9604847743  278.75
  826  0.0033109659  -74.9637750643  -74.9604640984  232.34
  827  0.0029506996  -74.9633921714  -74.9604414718  207.06
  828  0.0029955283  -74.9634197809  -74.9604242526  210.20
  829  0.0033729535  -74.9637897703  -74.9604168168  236.69
  830  0.0038727481  -74.9642909043  -74.9604181563  271.76
  831  0.0042523083  -74.9646739539  -74.9604216456  298.39
  832  0.0043691064  -74.9647879088  -74.9604188024  306.59
  833  0.0042699536  -74.9646762320  -74.9604062784  299.63
  834  0.0041647447  -74.9645555039  -74.9603907592  292.25
  835  0.0042734600  -74.9646586747  -74.9603852147  299.88
  836  0.0046449121  -74.9650426452  -74.9603977331  325.94
  837  0.0050991787  -74.9655232572  -74.9604240785  357.82
  838  0.0053513277  -74.9658029605  -74.9604516328  375.51
  839  0.0052109568  -74.9656798498  -74.9604688930  365.66
  840  0.0047013876  -74.9651724612  -74.9604710736  329.91
  841  0.0040358841  -74.9644959457  -74.9604600616  283.21
  842  0.0034976491  -74.9639397206  -74.9604420715  245.44
  843  0.0033051653  -74.9637303457  -74.9604251804  231.93
  844  0.0035202531  -74.9639369842  -74.9604167311  247.02
  845  0.0040244471  -74.9644447776  -74.9604203305  282.40
  846  0.0045725050  -74.9650059101  -74.9604334052  320.86
  847  0.0049113011  -74.9653588279  -74.9604475268  344.64
  848  0.0049176417  -74.9653709295  -74.9604532878  345.08
  849  0.0046767371  -74.9651247158  -74.9604479787  328.18
  850  0.0044297864  -74.9648692054  -74.9604394190  310.85
  851  0.0043996063  -74.9648396831  -74.9604400768  308.73
  852  0.0046170078  -74.9650727249  -74.9604557171  323.99
  853  0.0048938837  -74.9653742932  -74.9604804095  343.41
  854  0.0049656175  -74.9654677048  -74.9605020873  348.45
  855  0.0046787806  -74.9651897942  -74.9605110136  328.32
  856  0.0040856581  -74.9645895203  -74.9605038621  286.70
  857  0.0034069768  -74.9638903379  -74.9604833611  239.08
  858  0.0029142582  -74.9633705543  -74.9604562961  204.50
  859  0.0028045492  -74.9632357465  -74.9604311973  196.80
  860  0.0031168480  -74.9635324473  -74.9604155993  218.72
  861  0.0037144150  -74.9641273489  -74.9604129339  260.65
  862  0.0043440780  -74.9647644172  -74.9604203392  304.83
  863  0.0047576431  -74.9651872086  -74.9604295655  333.85
  864  0.0048429356  -74.9652750935  -74.9604321580  339.84
  865  0.0046871136  -74.9651135229  -74.9604264093  328.91
  866  0.0045135554  -74.9649332965  -74.9604197412  316.73
  867  0.0045170847  -74.9649395863  -74.9604225015  316.97
  868  0.0047173227  -74.9651557556  -74.9604384329  331.03
  869  0.0049496427  -74.9654112170  -74.9604615742  347.33
  870  0.0049957044  -74.9654772181  -74.9604815137  350.56
  871  0.0047409190  -74.9652311840  -74.9604902650  332.68
  872  0.0042473004  -74.9647327739  -74.9604854735  298.04
  873  0.0037150548  -74.9641851937  -74.9604701389  260.69
  874  0.0033773513  -74.9638282125  -74.9604508612  237.00
  875  0.0033896738  -74.9638252179  -74.9604355441  237.86
  876  0.0037583612  -74.9641889721  -74.9604306110  263.73
  877  0.0043331804  -74.9647712920  -74.9604381116  304.07
  878  0.0048715739  -74.9653256874  -74.9604541136  341.85
  879  0.0051545399  -74.9656247717  -74.9604702319  361.71
  880  0.0051012447  -74.9655799994  -74.9604787547  357.97
  881  0.0048127042  -74.9652911009  -74.9604783966  337.72
  882  0.0045026051  -74.9649779987  -74.9604753936  315.96
  883  0.0043505421  -74.9648285000  -74.9604779580  305.29
  884  0.0043819681  -74.9648710206  -74.9604890525  307.49
  885  0.0044644368  -74.9649685851  -74.9605041483  313.28
  886  0.0044161029  -74.9649309974  -74.9605148945  309.89
  887  0.0041391300  -74.9646536267  -74.9605144967  290.45
  888  0.0036877618  -74.9641887740  -74.9605010122  258.78
  889  0.0032407372  -74.9637184700  -74.9604777327  227.41
  890  0.0030082717  -74.9634598961  -74.9604516244  211.10
  891  0.0031276769  -74.9635585101  -74.9604308332  219.48
  892  0.0035933299  -74.9640150841  -74.9604217542  252.15
  893  0.0042495188  -74.9646757825  -74.9604262637  298.20
  894  0.0048541976  -74.9652946089  -74.9604404113  340.63
  895  0.0051908907  -74.9656469528  -74.9604560620  364.26
  896  0.0051766180  -74.9656422057  -74.9604655877  363.25
  897  0.0049032045  -74.9653701322  -74.9604669277  344.07
  898  0.0045769897  -74.9650417869  -74.9604647972  321.18
  899  0.0043871221  -74.9648536077  -74.9604664856  307.85
  900  0.0043894859  -74.9648652064  -74.9604757206  308.02
  901  0.0044865599  -74.9649763301  -74.9604897703  314.83
  902  0.0045125675  -74.9650142153  -74.9605016479  316.66
  903  0.0043572643  -74.9648622031  -74.9605049388  305.76
  904  0.0040425342  -74.9645399921  -74.9604974579  283.67
  905  0.0037104206  -74.9641923925  -74.9604819718  260.37
  906  0.0035423593  -74.9640070311  -74.9604646718  248.58
  907  0.0036612453  -74.9641139470  -74.9604527017  256.92
  908  0.0040640970  -74.9645155796  -74.9604514825  285.19
  909  0.0046134919  -74.9650758470  -74.9604623551  323.74
  910  0.0050929659  -74.9655744577  -74.9604814918  357.38
  911  0.0053055914  -74.9658067722  -74.9605011808  372.31
  912  0.0051719508  -74.9656856014  -74.9605136506  362.93
  913  0.0047747010  -74.9652903721  -74.9605156711  335.05
  914  0.0043152592  -74.9648259225  -74.9605106633  302.81
  915  0.0039972777  -74.9645033031  -74.9605060254  280.50
  916  0.0039063048  -74.9644134214  -74.9605071167  274.11
  917  0.0039690247  -74.9644819079  -74.9605128832  278.52
  918  0.0040230381  -74.9645401062  -74.9605170681  282.31
  919  0.0039432409  -74.9644566802  -74.9605134393  276.71
  920  0.0037305470  -74.9642306304  -74.9605000834  261.78
  921  0.0035085472  -74.9639887015  -74.9604801542  246.20
  922  0.0034446301  -74.9639046901  -74.9604600600  241.72
  923  0.0036510146  -74.9640978623  -74.9604468477  256.20
  924  0.0041169417  -74.9645625436  -74.9604456019  288.89
  925  0.0047006760  -74.9651579286  -74.9604572525  329.86
  926  0.0051850628  -74.9656626238  -74.9604775610  363.85
  927  0.0053755638  -74.9658738733  -74.9604983094  377.22
